/Users/r0ebot/Projects/bluesky-lakehouse/.venv/bin/python3: No module named services.ingestion.ingestor
/Users/r0ebot/Projects/bluesky-lakehouse/.venv/bin/python3: No module named services.ingestion.ingestor
/Users/r0ebot/Projects/bluesky-lakehouse/.venv/bin/python3: No module named services.ingestion.ingestor
2026-05-27 18:00:07,323 [ingestion] INFO: Connecting: wss://jetstream2.us-east.bsky.network/subscribe?wantedCollections=app.bsky.feed.post
2026-05-27 19:09:18,317 [ingestion] INFO: Processed 181000 events | 43.6 events/sec | 139.61 MB total
2026-05-27 19:09:43,395 [ingestion] INFO: Processed 182000 events | 43.6 events/sec | 140.36 MB total
2026-05-27 19:10:07,642 [ingestion] INFO: Processed 183000 events | 43.6 events/sec | 141.13 MB total
2026-05-27 19:10:30,403 [ingestion] INFO: Processed 184000 events | 43.6 events/sec | 141.92 MB total
2026-05-27 19:10:54,690 [ingestion] INFO: Processed 185000 events | 43.6 events/sec | 142.68 MB total
2026-05-27 19:11:17,625 [ingestion] INFO: Processed 186000 events | 43.6 events/sec | 143.41 MB total
2026-05-27 19:11:41,613 [ingestion] INFO: Processed 187000 events | 43.5 events/sec | 144.16 MB total
2026-05-27 19:12:06,149 [ingestion] INFO: Processed 188000 events | 43.5 events/sec | 144.92 MB total
2026-05-27 19:12:29,582 [ingestion] INFO: Processed 189000 events | 43.5 events/sec | 145.68 MB total
2026-05-27 19:12:54,323 [ingestion] INFO: Processed 190000 events | 43.5 events/sec | 146.42 MB total
2026-05-27 19:13:17,840 [ingestion] INFO: Processed 191000 events | 43.5 events/sec | 147.17 MB total
2026-05-27 19:13:42,527 [ingestion] INFO: Processed 192000 events | 43.5 events/sec | 147.91 MB total
2026-05-27 19:14:06,924 [ingestion] INFO: Processed 193000 events | 43.5 events/sec | 148.66 MB total
2026-05-27 19:14:29,621 [ingestion] INFO: Processed 194000 events | 43.5 events/sec | 149.42 MB total
2026-05-27 19:14:51,445 [ingestion] INFO: Processed 195000 events | 43.5 events/sec | 150.30 MB total
2026-05-27 19:15:12,748 [ingestion] INFO: Processed 196000 events | 43.5 events/sec | 151.12 MB total
2026-05-27 19:15:33,807 [ingestion] INFO: Processed 197000 events | 43.5 events/sec | 151.94 MB total
2026-05-27 19:15:57,812 [ingestion] INFO: Processed 198000 events | 43.5 events/sec | 152.71 MB total
2026-05-27 19:16:21,834 [ingestion] INFO: Processed 199000 events | 43.5 events/sec | 153.45 MB total
2026-05-27 19:16:46,031 [ingestion] INFO: Processed 200000 events | 43.5 events/sec | 154.22 MB total
2026-05-27 19:17:11,116 [ingestion] INFO: Processed 201000 events | 43.5 events/sec | 154.96 MB total
2026-05-27 19:17:36,133 [ingestion] INFO: Processed 202000 events | 43.5 events/sec | 155.72 MB total
2026-05-27 19:18:01,522 [ingestion] INFO: Processed 203000 events | 43.4 events/sec | 156.46 MB total
2026-05-27 19:18:27,118 [ingestion] INFO: Processed 204000 events | 43.4 events/sec | 157.21 MB total
2026-05-27 19:18:51,438 [ingestion] INFO: Processed 205000 events | 43.4 events/sec | 157.97 MB total
2026-05-27 19:19:15,202 [ingestion] INFO: Processed 206000 events | 43.4 events/sec | 158.76 MB total
2026-05-27 19:19:42,205 [ingestion] INFO: Processed 207000 events | 43.4 events/sec | 159.54 MB total
2026-05-27 19:20:06,901 [ingestion] INFO: Processed 208000 events | 43.3 events/sec | 160.33 MB total
2026-05-27 19:20:27,620 [ingestion] INFO: Processed 209000 events | 43.4 events/sec | 161.11 MB total
2026-05-27 19:20:48,707 [ingestion] INFO: Processed 210000 events | 43.4 events/sec | 161.90 MB total
2026-05-27 19:21:11,775 [ingestion] INFO: Processed 211000 events | 43.4 events/sec | 162.67 MB total
2026-05-27 19:21:35,400 [ingestion] INFO: Processed 212000 events | 43.4 events/sec | 163.43 MB total
2026-05-27 19:22:01,376 [ingestion] INFO: Processed 213000 events | 43.3 events/sec | 164.15 MB total
2026-05-27 19:22:19,831 [ingestion] INFO: Processed 214000 events | 43.4 events/sec | 164.78 MB total
2026-05-27 19:22:42,614 [ingestion] INFO: Processed 215000 events | 43.4 events/sec | 165.57 MB total
2026-05-27 19:23:06,759 [ingestion] INFO: Processed 216000 events | 43.4 events/sec | 166.34 MB total
2026-05-27 19:23:29,375 [ingestion] INFO: Processed 217000 events | 43.4 events/sec | 167.12 MB total
2026-05-27 19:23:54,962 [ingestion] INFO: Processed 218000 events | 43.4 events/sec | 167.90 MB total
2026-05-27 19:24:18,781 [ingestion] INFO: Processed 219000 events | 43.4 events/sec | 168.67 MB total
2026-05-27 19:24:44,986 [ingestion] INFO: Processed 220000 events | 43.3 events/sec | 169.45 MB total
2026-05-27 19:25:11,402 [ingestion] INFO: Processed 221000 events | 43.3 events/sec | 170.17 MB total
2026-05-27 19:25:36,822 [ingestion] INFO: Processed 222000 events | 43.3 events/sec | 170.95 MB total
2026-05-27 19:26:05,141 [ingestion] INFO: Processed 223000 events | 43.2 events/sec | 171.69 MB total
2026-05-27 19:26:29,332 [ingestion] INFO: Processed 224000 events | 43.2 events/sec | 172.44 MB total
